Date,Province,Confirmed,Recovered,Deaths,Active
2020-03-21,East Kalimantan,10,0,0,10
2020-03-21,Jakarta,268,17,23,228
2020-03-21,Lampung,1,0,0,1
2020-03-21,North Sulawesi,1,0,0,1
2020-03-21,North Sumatra,2,0,1,1
2020-03-21,Riau,1,0,0,1
2020-03-21,Riau Islands,4,0,0,4
2020-03-21,South Sulawesi,4,0,0,4
2020-03-21,Southeast Sulawesi,3,0,0,3
2020-03-21,West Java,55,1,7,47
2020-03-21,West Kalimantan,2,0,0,2
2020-03-21,Yogyakarta,5,0,0,5
2020-03-21,Under Investigation,5,0,0,5
2020-03-20,Banten,37,1,1,35
2020-03-20,Central Kalimantan,2,0,0,2
2020-03-20,Central Java,12,0,3,9
2020-03-20,East Java,15,1,1,13
2020-03-20,East Kalimantan,10,0,0,10
2020-03-20,Jakarta,215,14,18,183
2020-03-20,Lampung,1,0,0,1
2020-03-20,North Sulawesi,1,0,0,1
2020-03-20,North Sumatra,2,0,1,1
2020-03-20,Riau,1,0,0,1
2020-03-20,Riau Islands,4,0,0,4
2020-03-20,South Sulawesi,2,0,0,2
2020-03-20,Southeast Sulawesi,3,0,0,3
2020-03-20,West Java,41,1,7,33
2020-03-20,West Kalimantan,2,0,0,2
2020-03-20,Yogyakarta,4,0,0,4
2020-03-20,Under Investigation,13,0,0,13
2020-03-19,Banten,27,1,1,25
2020-03-19,Central Java,12,0,3,9
2020-03-19,East Java,9,0,1,8
2020-03-19,East Kalimantan,3,0,0,3
2020-03-19,Jakarta,210,13,17,180
2020-03-19,Lampung,1,0,0,1
2020-03-19,North Sulawesi,1,0,0,1
2020-03-19,North Sumatra,2,0,1,1
2020-03-19,Riau,1,0,0,1
2020-03-19,Riau Islands,3,0,0,3
2020-03-19,South Sulawesi,2,0,0,2
2020-03-19,Southeast Sulawesi,3,0,0,3
2020-03-19,West Java,26,1,1,24
2020-03-19,West Kalimantan,2,0,0,2
2020-03-19,Yogyakarta,5,0,0,5
